Region,Start_Year,End_Year,Δtotal_CE/energy_consumption,Δenergy_consumption/GDP,ΔGDP/Population,Δbuilt_surface/Population,Δcement_CS/built_surface,ΔTotal
Global,1975,1980,-190.0346671535713,-2322.8189145138986,3169.6864149550142,-97.60989668195496,-1142.3788983056702,-583.1559617000815
Global,1980,1985,-258.65548686010607,877.4785128555242,-551.2677922374363,-75.62834701105955,-607.6197471028456,-615.6928603559224
Global,1985,1990,-108.69300942137659,-2055.4850082012686,2521.485086322268,-153.07580151703505,-383.7073202280396,-179.47605304545192
Global,1990,1995,-121.2954043892804,-640.3101991009478,639.4401268416224,-249.1706854208285,485.5016259364207,114.16546386698674
Global,1995,2000,-2693.036393354802,12555.142992364272,-9517.45714358987,-2554.8773400166797,88799.27773280816,86589.04984821116
Global,2000,2005,-5840.382062236126,-60916.76737303634,74971.38572908078,-11320.151288519022,88869.39087184482,85763.47587713416
Global,2005,2010,-4670.109513678386,-35329.84504585873,37798.50041641365,-7969.722961332545,-150431.91280237737,-160603.08990683348
Global,2010,2015,-1147.5106541253926,-1955.567626403324,1011.159337231904,-1003.8260679955766,-20043.334489119683,-23139.07950041207
Global,2015,2020,-345.80588784938595,-755.5209797962806,445.11838343398773,-193.0102190010016,-3202.9985459686022,-4052.2172491812826
